category_name,item_name,item_price,item_price2,item_price3,choice_name,choice_price,choice_price2,choice_price3
Sub Sandwiches,Hot Italian Sub,13.19,,,,,,
Sub Sandwiches,Hot Buffalo Chicken Sub,7.91,,,,,,
Sub Sandwiches,Hot BBQ Chicken Sub,11.87,,,,,,
Sub Sandwiches,Hot Caprese,11.87,,,,,,
Sub Sandwiches,Grilled Cheese,6.59,,,,,,
Sub Sandwiches,Hot Soujouk Sub,11.87,,,,,,
Sub Sandwiches,Hot Mediterranean Sub,13.19,,,,,,
Sub Sandwiches,Hot Steak & Cheese Sub,13.19,,,,,,
Sub Sandwiches,Kavurmali (Stew Meat),15.83,,,,,,
Sub Sandwiches,Turkey Bacon Ranch Sandwich,14.29,,,,,,
Sub Sandwiches,Mozarella W/ Basil Sandwich,13.19,,,,,,
Sub Sandwiches,Mediterranean Sandwich,13.19,,,,,,
Sub Sandwiches,Grilled Cheese Sandwich,8.79,,,,,,
Panini Sandwiches,Grilled Chicken Pesto Panini Sandwich,11.87,,,,,,
Panini Sandwiches,Melanzana Panini Sandwich,12.93,,,,,,
Panini Sandwiches,Caprese Panini Sandwich,11.88,,,,,,
Panini Sandwiches,Grilled Chicken Parmesan Panini Sandwich,11.88,,,,,,
Panini Sandwiches,Grilled Steak & Cheese Panini Sandwich,12.60,,,,,,
Panini Sandwiches,Pita Breads Panini,12.09,,,,,,
Panini Sandwiches,Pita Bread Chipotle Chicken Club Panini,12.09,,,,,,
Panini Sandwiches,Pita Bread Chicken Bacon Ranch  Panini,12.09,,,,,,
Panini Sandwiches,Pita Bread Chicken Pesto Panini,12.09,,,,,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Mozzarella,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Goat Cheese,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Provolone Cheese,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Bacon,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Stew Meat (Kavurma),1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Cheddar Cheese,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Swiss Cheese,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Avocado,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Green Pepper,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Mushroom,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Tomatoes,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Caramelized Onion,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Spinach,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Soujuk,1.65,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Turkey Bacon,2.19,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Bacon,3.29,,
Breakfast,Scrambled Eggs w/ Cheese,6.59,,,Turkey Sausage Patties,1.64,,
Breakfast,Waffles,11.22,,,Strawberry,,,
Breakfast,Waffles,11.22,,,Blackberry,,,
Breakfast,Waffles,11.22,,,Blueberry,,,
Breakfast,Waffles,11.22,,,Raspberry,,,
Breakfast,Waffles,11.22,,,Pineapple,,,
Breakfast,Waffles,11.22,,,Banana,,,
Breakfast,Waffles,11.22,,,Grape,,,
Breakfast,Waffles,11.22,,,Most Popular,,,
Breakfast,Waffles,11.22,,,Most Popular,,,
Breakfast,Waffles,11.22,,,Nutella,,,
Breakfast,Waffles,11.22,,,Mascarpone,,,
Breakfast,Waffles,11.22,,,Dulce de Leche,,,
Breakfast,Waffles,11.22,,,Cookie Butter,,,
Breakfast,Waffles,11.22,,,Butter,,,
Breakfast,Waffles,11.22,,,Peanut Butter,,,
Breakfast,Waffles,11.22,,,Most Popular,,,
Breakfast,Waffles,11.22,,,Chocolate Sauce,,,
Breakfast,Waffles,11.22,,,Caramel,,,
Breakfast,Waffles,11.22,,,Raspberry Compote,,,
Breakfast,Waffles,11.22,,,Coconut Sprinkles,,,
Breakfast,Waffles,11.22,,,Strawberry,1.65,,
Breakfast,Waffles,11.22,,,Blackberry,1.65,,
Breakfast,Waffles,11.22,,,Blueberry,1.65,,
Breakfast,Waffles,11.22,,,Raspberry,1.65,,
Breakfast,Waffles,11.22,,,Pineapple,1.65,,
Breakfast,Waffles,11.22,,,Banana,1.65,,
Breakfast,Waffles,11.22,,,Grape,1.65,,
Breakfast,Waffles,11.22,,,Nutella,1.65,,
Breakfast,Waffles,11.22,,,Mascarpone,1.65,,
Breakfast,Waffles,11.22,,,Dulce de Leche,1.65,,
Breakfast,Waffles,11.22,,,Cookie Butter,1.65,,
Breakfast,Waffles,11.22,,,Butter,1.65,,
Breakfast,Waffles,11.22,,,Peanut Butter,1.65,,
Breakfast,Waffles,11.22,,,Chocolate Sauce,1.65,,
Breakfast,Waffles,11.22,,,Caramel,1.65,,
Breakfast,Waffles,11.22,,,Raspberry Compote,1.65,,
Breakfast,Waffles,11.22,,,Coconut Sprinkles,1.65,,
Breakfast,Pancakes,11.22,,,Strawberry,,,
Breakfast,Pancakes,11.22,,,Blackberry,,,
Breakfast,Pancakes,11.22,,,Blueberry,,,
Breakfast,Pancakes,11.22,,,Raspberry,,,
Breakfast,Pancakes,11.22,,,Pineapple,,,
Breakfast,Pancakes,11.22,,,Banana,,,
Breakfast,Pancakes,11.22,,,Grape,,,
Breakfast,Pancakes,11.22,,,Most Popular,,,
Breakfast,Pancakes,11.22,,,Most Popular,,,
Breakfast,Pancakes,11.22,,,Nutella,,,
Breakfast,Pancakes,11.22,,,Mascarpone,,,
Breakfast,Pancakes,11.22,,,Dulce de Leche,,,
Breakfast,Pancakes,11.22,,,Cookie Butter,,,
Breakfast,Pancakes,11.22,,,Butter,,,
Breakfast,Pancakes,11.22,,,Peanut Butter,,,
Breakfast,Pancakes,11.22,,,Most Popular,,,
Breakfast,Pancakes,11.22,,,Chocolate Sauce,,,
Breakfast,Pancakes,11.22,,,Caramel,,,
Breakfast,Pancakes,11.22,,,Raspberry Compote,,,
Breakfast,Pancakes,11.22,,,Coconut Sprinkles,,,
Breakfast,Pancakes,11.22,,,Strawberry,1.65,,
Breakfast,Pancakes,11.22,,,Blackberry,1.65,,
Breakfast,Pancakes,11.22,,,Blueberry,1.65,,
Breakfast,Pancakes,11.22,,,Raspberry,1.65,,
Breakfast,Pancakes,11.22,,,Pineapple,1.65,,
Breakfast,Pancakes,11.22,,,Banana,1.65,,
Breakfast,Pancakes,11.22,,,Grape,1.65,,
Breakfast,Pancakes,11.22,,,Nutella,1.65,,
Breakfast,Pancakes,11.22,,,Mascarpone,1.65,,
Breakfast,Pancakes,11.22,,,Dulce de Leche,1.65,,
Breakfast,Pancakes,11.22,,,Cookie Butter,1.65,,
Breakfast,Pancakes,11.22,,,Butter,1.65,,
Breakfast,Pancakes,11.22,,,Peanut Butter,1.65,,
Breakfast,Pancakes,11.22,,,Chocolate Sauce,1.65,,
Breakfast,Pancakes,11.22,,,Caramel,1.65,,
Breakfast,Pancakes,11.22,,,Raspberry Compote,1.65,,
Breakfast,Pancakes,11.22,,,Coconut Sprinkles,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Strawberry,,,
Breakfast,French Toast w/ Toppings,11.22,,,Blackberry,,,
Breakfast,French Toast w/ Toppings,11.22,,,Blueberry,,,
Breakfast,French Toast w/ Toppings,11.22,,,Raspberry,,,
Breakfast,French Toast w/ Toppings,11.22,,,Pineapple,,,
Breakfast,French Toast w/ Toppings,11.22,,,Banana,,,
Breakfast,French Toast w/ Toppings,11.22,,,Grape,,,
Breakfast,French Toast w/ Toppings,11.22,,,Most Popular,,,
Breakfast,French Toast w/ Toppings,11.22,,,Most Popular,,,
Breakfast,French Toast w/ Toppings,11.22,,,Nutella,,,
Breakfast,French Toast w/ Toppings,11.22,,,Mascarpone,,,
Breakfast,French Toast w/ Toppings,11.22,,,Dulce de Leche,,,
Breakfast,French Toast w/ Toppings,11.22,,,Cookie Butter,,,
Breakfast,French Toast w/ Toppings,11.22,,,Butter,,,
Breakfast,French Toast w/ Toppings,11.22,,,Peanut Butter,,,
Breakfast,French Toast w/ Toppings,11.22,,,Most Popular,,,
Breakfast,French Toast w/ Toppings,11.22,,,Chocolate Sauce,,,
Breakfast,French Toast w/ Toppings,11.22,,,Caramel,,,
Breakfast,French Toast w/ Toppings,11.22,,,Raspberry Compote,,,
Breakfast,French Toast w/ Toppings,11.22,,,Coconut Sprinkles,,,
Breakfast,French Toast w/ Toppings,11.22,,,Strawberry,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Blackberry,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Blueberry,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Raspberry,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Pineapple,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Banana,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Grape,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Nutella,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Mascarpone,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Dulce de Leche,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Cookie Butter,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Butter,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Peanut Butter,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Chocolate Sauce,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Caramel,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Raspberry Compote,1.65,,
Breakfast,French Toast w/ Toppings,11.22,,,Coconut Sprinkles,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Most Popular,,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Coffee,,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Tea,,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Mozzarella,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Goat Cheese,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Provolone Cheese,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Bacon,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Stew Meat (Kavurma),1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Cheddar Cheese,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Swiss Cheese,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Avocado,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Green Pepper,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Mushroom,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Tomatoes,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Caramelized Onion,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Spinach,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Soujuk,1.65,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Turkey Bacon,2.19,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Bacon,3.29,,
Breakfast,Mediterranean Breakfast Platter,17.16,,,Turkey Sausage Patties,1.64,,
Breakfast,Scrambled Eggs,4.29,,,,,,
Breakfast,Hash Browns,2.63,,,,,,
Breakfast,CYO Egg Sandwich,5.27,,,Crossaint,,,
Breakfast,CYO Egg Sandwich,5.27,,,Mozzarella,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Goat Cheese,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Provolone Cheese,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Bacon,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Stew Meat (Kavurma),1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Cheddar Cheese,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Swiss Cheese,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Avocado,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Green Pepper,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Mushroom,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Tomatoes,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Caramelized Onion,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Spinach,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Soujuk,1.65,,
Breakfast,CYO Egg Sandwich,5.27,,,Turkey Bacon,2.19,,
Breakfast,CYO Egg Sandwich,5.27,,,Bacon,3.29,,
Breakfast,CYO Egg Sandwich,5.27,,,Turkey Sausage Patties,1.64,,
Breakfast,Breakfast Classic Package,170.28,,,Mozzarella,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Goat Cheese,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Provolone Cheese,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Bacon,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Stew Meat (Kavurma),1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Cheddar Cheese,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Swiss Cheese,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Avocado,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Green Pepper,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Mushroom,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Tomatoes,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Caramelized Onion,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Spinach,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Soujuk,1.65,,
Breakfast,Breakfast Classic Package,170.28,,,Most Popular,,,
Breakfast,Breakfast Classic Package,170.28,,,Bacon,,,
Breakfast,Breakfast Classic Package,170.28,,,Smoked Ham,,,
Breakfast,Breakfast Classic Package,170.28,,,Sausage Patties,,,
Breakfast,Breakfast Classic Package,170.28,,,Turkey,,,
Breakfast,Breakfast Classic Package,170.28,,,Pork Sausage Links,,,
Breakfast,Breakfast Classic Package,170.28,,,Turkey Bacon,2.19,,
Breakfast,Breakfast Classic Package,170.28,,,Bacon,3.29,,
Breakfast,Breakfast Classic Package,170.28,,,Turkey Sausage Patties,1.64,,
Breakfast,Breakfast Deluxe Package,209.88,,,Mozzarella,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Goat Cheese,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Provolone Cheese,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Bacon,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Stew Meat (Kavurma),1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Cheddar Cheese,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Swiss Cheese,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Avocado,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Green Pepper,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Mushroom,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Tomatoes,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Caramelized Onion,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Spinach,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Soujuk,1.65,,
Breakfast,Breakfast Deluxe Package,209.88,,,Most Popular,,,
Breakfast,Breakfast Deluxe Package,209.88,,,Pancakes,,,
Breakfast,Breakfast Deluxe Package,209.88,,,French Toast,,,
Breakfast,Breakfast Deluxe Package,209.88,,,Turkey Bacon,2.19,,
Breakfast,Breakfast Deluxe Package,209.88,,,Bacon,3.29,,
Breakfast,Breakfast Deluxe Package,209.88,,,Turkey Sausage Patties,1.64,,
Breakfast,Avocado Toast,19.13,,,,,,
Breakfast,Healthy Turkey,19.13,,,Mozzarella,1.65,,
Breakfast,Healthy Turkey,19.13,,,Goat Cheese,1.65,,
Breakfast,Healthy Turkey,19.13,,,Provolone Cheese,1.65,,
Breakfast,Healthy Turkey,19.13,,,Bacon,1.65,,
Breakfast,Healthy Turkey,19.13,,,Stew Meat (Kavurma),1.65,,
Breakfast,Healthy Turkey,19.13,,,Cheddar Cheese,1.65,,
Breakfast,Healthy Turkey,19.13,,,Swiss Cheese,1.65,,
Breakfast,Healthy Turkey,19.13,,,Avocado,1.65,,
Breakfast,Healthy Turkey,19.13,,,Green Pepper,1.65,,
Breakfast,Healthy Turkey,19.13,,,Mushroom,1.65,,
Breakfast,Healthy Turkey,19.13,,,Tomatoes,1.65,,
Breakfast,Healthy Turkey,19.13,,,Caramelized Onion,1.65,,
Breakfast,Healthy Turkey,19.13,,,Spinach,1.65,,
Breakfast,Healthy Turkey,19.13,,,Soujuk,1.65,,
Breakfast,Healthy Turkey,19.13,,,Turkey Bacon,2.19,,
Breakfast,Healthy Turkey,19.13,,,Bacon,3.29,,
Breakfast,Healthy Turkey,19.13,,,Turkey Sausage Patties,1.64,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Mozzarella,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Goat Cheese,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Provolone Cheese,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Bacon,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Stew Meat (Kavurma),1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Cheddar Cheese,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Swiss Cheese,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Avocado,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Green Pepper,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Mushroom,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Tomatoes,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Caramelized Onion,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Spinach,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Soujuk,1.65,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Turkey Bacon,2.19,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Bacon,3.29,,
Breakfast,A.M. Superfoods Bowl,21.77,,,Turkey Sausage Patties,1.64,,
Breakfast,Sunrise Granola Bowl,15.83,,,Mozzarella,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Goat Cheese,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Provolone Cheese,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Bacon,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Stew Meat (Kavurma),1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Cheddar Cheese,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Swiss Cheese,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Avocado,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Green Pepper,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Mushroom,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Tomatoes,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Caramelized Onion,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Spinach,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Soujuk,1.65,,
Breakfast,Sunrise Granola Bowl,15.83,,,Turkey Bacon,2.19,,
Breakfast,Sunrise Granola Bowl,15.83,,,Bacon,3.29,,
Breakfast,Sunrise Granola Bowl,15.83,,,Turkey Sausage Patties,1.64,,
Breakfast,Steel-Cut Oatmeal,14.91,,,,,,
Breakfast,Tri-Athlete,17.81,,,,,,
Breakfast,Power Wrap,19.13,,,,,,
Breakfast,Chickichanga,25.07,,,,,,
Breakfast,Eggs Benedic,21.11,,,Florentine,,,
Breakfast,Eggs Benedic,21.11,,,Classic,0.55,,
Breakfast,Eggs Benedic,21.11,,,BLT,1.10,,
Breakfast,Eggs Benedic,21.11,,,Smoked Salmon,2.20,,
Breakfast,Bacado Omelette,21.11,,,Mozzarella,1.65,,
Breakfast,Bacado Omelette,21.11,,,Goat Cheese,1.65,,
Breakfast,Bacado Omelette,21.11,,,Provolone Cheese,1.65,,
Breakfast,Bacado Omelette,21.11,,,Bacon,1.65,,
Breakfast,Bacado Omelette,21.11,,,Stew Meat (Kavurma),1.65,,
Breakfast,Bacado Omelette,21.11,,,Cheddar Cheese,1.65,,
Breakfast,Bacado Omelette,21.11,,,Swiss Cheese,1.65,,
Breakfast,Bacado Omelette,21.11,,,Avocado,1.65,,
Breakfast,Bacado Omelette,21.11,,,Green Pepper,1.65,,
Breakfast,Bacado Omelette,21.11,,,Mushroom,1.65,,
Breakfast,Bacado Omelette,21.11,,,Tomatoes,1.65,,
Breakfast,Bacado Omelette,21.11,,,Caramelized Onion,1.65,,
Breakfast,Bacado Omelette,21.11,,,Spinach,1.65,,
Breakfast,Bacado Omelette,21.11,,,Soujuk,1.65,,
Breakfast,Bacado Omelette,21.11,,,Most Popular,,,
Breakfast,Bacado Omelette,21.11,,,Whole Grain Artisan Toast,,,
Breakfast,Bacado Omelette,21.11,,,Fresh Seasoned Potatoes Home-Fries,,,
Breakfast,Bacado Omelette,21.11,,,Turkey Bacon,2.19,,
Breakfast,Bacado Omelette,21.11,,,Bacon,3.29,,
Breakfast,Bacado Omelette,21.11,,,Turkey Sausage Patties,1.64,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Mozzarella,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Goat Cheese,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Provolone Cheese,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Bacon,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Stew Meat (Kavurma),1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Cheddar Cheese,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Swiss Cheese,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Avocado,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Green Pepper,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Mushroom,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Tomatoes,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Caramelized Onion,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Spinach,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Soujuk,1.65,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Most Popular,,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Whole Grain Artisan Toast,,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Fresh Seasoned Potatoes Home-Fries,,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Turkey Bacon,2.19,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Bacon,3.29,,
Breakfast,Ham & Gruyère Omelette,20.45,,,Turkey Sausage Patties,1.64,,
Breakfast,Chile Chorizo Omelette,22.43,,,Mozzarella,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Goat Cheese,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Provolone Cheese,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Bacon,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Stew Meat (Kavurma),1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Cheddar Cheese,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Swiss Cheese,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Avocado,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Green Pepper,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Mushroom,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Tomatoes,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Caramelized Onion,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Spinach,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Soujuk,1.65,,
Breakfast,Chile Chorizo Omelette,22.43,,,Most Popular,,,
Breakfast,Chile Chorizo Omelette,22.43,,,Whole Grain Artisan Toast,,,
Breakfast,Chile Chorizo Omelette,22.43,,,Fresh Seasoned Potatoes Home-Fries,,,
Breakfast,Chile Chorizo Omelette,22.43,,,Turkey Bacon,2.19,,
Breakfast,Chile Chorizo Omelette,22.43,,,Bacon,3.29,,
Breakfast,Chile Chorizo Omelette,22.43,,,Turkey Sausage Patties,1.64,,
Breakfast,Morning Market Veg Omelette,21.11,,,Most Popular,,,
Breakfast,Morning Market Veg Omelette,21.11,,,Whole Grain Artisan Toast,,,
Breakfast,Morning Market Veg Omelette,21.11,,,Fresh Seasoned Potatoes Home-Fries,,,
Breakfast,Inspired Italian Omelette,21.77,,,Mozzarella,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Goat Cheese,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Provolone Cheese,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Bacon,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Stew Meat (Kavurma),1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Cheddar Cheese,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Swiss Cheese,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Avocado,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Green Pepper,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Mushroom,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Tomatoes,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Caramelized Onion,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Spinach,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Soujuk,1.65,,
Breakfast,Inspired Italian Omelette,21.77,,,Most Popular,,,
Breakfast,Inspired Italian Omelette,21.77,,,Whole Grain Artisan Toast,,,
Breakfast,Inspired Italian Omelette,21.77,,,Fresh Seasoned Potatoes Home-Fries,,,
Breakfast,Inspired Italian Omelette,21.77,,,Turkey Bacon,2.19,,
Breakfast,Inspired Italian Omelette,21.77,,,Bacon,3.29,,
Breakfast,Inspired Italian Omelette,21.77,,,Turkey Sausage Patties,1.64,,
Breakfast,The Works Omelette,22.43,,,Mozzarella,1.65,,
Breakfast,The Works Omelette,22.43,,,Goat Cheese,1.65,,
Breakfast,The Works Omelette,22.43,,,Provolone Cheese,1.65,,
Breakfast,The Works Omelette,22.43,,,Bacon,1.65,,
Breakfast,The Works Omelette,22.43,,,Stew Meat (Kavurma),1.65,,
Breakfast,The Works Omelette,22.43,,,Cheddar Cheese,1.65,,
Breakfast,The Works Omelette,22.43,,,Swiss Cheese,1.65,,
Breakfast,The Works Omelette,22.43,,,Avocado,1.65,,
Breakfast,The Works Omelette,22.43,,,Green Pepper,1.65,,
Breakfast,The Works Omelette,22.43,,,Mushroom,1.65,,
Breakfast,The Works Omelette,22.43,,,Tomatoes,1.65,,
Breakfast,The Works Omelette,22.43,,,Caramelized Onion,1.65,,
Breakfast,The Works Omelette,22.43,,,Spinach,1.65,,
Breakfast,The Works Omelette,22.43,,,Soujuk,1.65,,
Breakfast,The Works Omelette,22.43,,,Most Popular,,,
Breakfast,The Works Omelette,22.43,,,Whole Grain Artisan Toast,,,
Breakfast,The Works Omelette,22.43,,,Fresh Seasoned Potatoes Home-Fries,,,
