category_name,item_name,item_price,item_price2,item_price3,choice_name,choice_price,choice_price2,choice_price3
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Spicy BBQ,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Buffalo Mild,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Spicy Ranch,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Hot Garlic Parm,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Buffalo Medium,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Sweet Chili,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Wing Dust,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Buffalo Hot,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Cajun,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Salt & Vinegar,,,
Catering Packages,"Wings, Pizza & Salad Package",223.08,,,Wing Dust Salt,,,
Catering Packages,Healthy Choice Package,196.68,,,,,,
Miscellaneous,Utensils,24.20,,,Utensils,,,
Miscellaneous,Utensils,24.20,,,Plates/Bowls,,,
Miscellaneous,Utensils,24.20,,,Napkins,,,
Quesadillas,Santa Fe Chicken Quesadilla,10.99,,,,,,
Quesadillas,Five Cheese Chicken Quesadilla,10.99,,,,,,
Quesadillas,Buffalo Chicken Quesadilla,10.99,,,,,,
Quesadillas,Steak Quesadilla,10.99,,,,,,
Italian Panino Tray,Hard Salami Wrap w/ Mozzarella Cheese,27.49,,,,,,
Italian Panino Tray,Prosciutto Wrapped w/ Mozzarella Cheese,27.49,,,,,,
Italian Panino Tray,Pepperoni Wrapped w/ Mozzarella Cheese,27.49,,,,,,
Ottoman Kebabs,Ground Beef Kebab,31.90,,,Extra Meat,15.40,,
Ottoman Kebabs,Cubed Lamb Kebab,30.80,,,Extra Meat,12.10,,
Ottoman Kebabs,Cubed Beef Kebab,30.80,,,Extra Meat,12.10,,
Ottoman Kebabs,Chicken Kebab,28.60,,,Extra Meat,9.90,,
Ottoman Kebabs,Liver Kebab,25.30,,,Extra Meat,9.90,,
Ottoman Kebabs,Rib Kebab (Lamb),35.20,,,Extra Meat,17.60,,
Ottoman Kebabs,Lamb Chops,40.70,,,Extra Meat,18.70,,
Ottoman Kebabs,Lamb & Potato Dish (Qozon Kabob),40.70,,,Extra Meat,18.70,,
